Object_ComplaintNo,Object_ObjectNumber,ObjectType,Position,SafetyEquip,InjuryLevel,Age,Sex,DirectionOfTravel,ObjectID,DriverAction,LightConditionsA,LightConditionsB,TrafficControlDev,TrafficControlCond,PedestrianAction,ContribRoadCond,ContribVehCond,UnsafeSpeed,DriverPedCondition,PrimaryEvent,StartMonth,StartDay,StartTime,Severity,VehicleCount,InjuredCount,FatalityCount,HitRunFlag,SurfaceConditions,EnvironConditions,DamageGE1000,SpecialFacility,RoadAlignA,RoadAlignB,RoadClass,CollLocation,Address
05283180,02,2,12,08,NO INJURY,054,M,,07,00,01,01,01,00,98,00,00,00,01,01,200508,21,1240,03,2,0,0,2,01,01,NO,01,01,01,01,01,272 RIVERWOOD CI SE
05283744,02,2,12,08,MINOR INJURY,038,F,,07,00,03,02,02,01,02,00,00,00,01,01,200508,21,2155,02,1,1,0,2,01,01,NO,01,01,01,02,01,MEMORIAL DR NE & 10 ST NE
05284133,02,2,12,99,MINOR INJURY,058,M,,07,00,01,01,01,00,03,00,00,00,01,01,200508,22,0658,02,2,1,0,2,01,01,NO,09,01,01,08,02,550 1440 52 ST SE
05284259,01,2,12,08,NO INJURY,000,M,N,98,00,01,01,01,00,01,00,00,00,99,01,200508,21,2000,03,1,0,0,2,99,99,YES,01,09,09,09,01,BEDDINGTON BV NW & BERKLEY DR NW
05284734,01,2,12,08,MAJOR INJURY,030,M,,07,00,01,01,02,01,02,00,00,00,03,07,200508,22,1710,02,1,1,0,2,01,01,NO,01,01,01,01,02,3 ST SE & 5 AV SE
05285924,02,2,12,99,MINOR INJURY,051,M,E,07,00,01,01,02,01,01,00,00,00,01,01,200508,23,1625,02,1,1,0,2,01,01,NO,01,09,09,09,09,3 ST SE & 9 AV SE
05286268,02,2,12,08,DEATH,050,M,,07,00,03,02,01,00,03,00,00,00,01,01,200508,23,2317,01,2,0,1,2,01,01,YES,01,01,01,03,01,300 68 ST SE
05286268,02,2,12,08,DEATH,050,M,,07,00,03,02,01,00,03,00,00,00,01,01,200508,23,2317,01,2,0,1,2,01,01,YES,01,01,01,03,01,300 68 ST SE
05286989,02,2,12,08,MINOR INJURY,028,M,,07,00,01,01,02,01,98,01,99,99,01,01,200508,24,0810,02,1,1,0,1,02,02,NO,01,09,09,09,09,7 AV SW & 8 ST SW
05287055,02,2,12,08,MINOR INJURY,021,M,,07,00,03,99,01,00,98,00,00,00,99,01,200508,23,2200,02,1,1,0,1,99,99,,09,09,09,09,09,215 FAIRVIEW DR SE
05287111,02,2,12,99,MINOR INJURY,017,M,,07,00,01,01,02,01,02,00,00,00,01,01,200508,24,1800,02,1,1,0,2,02,02,NO,01,01,01,03,02,36 ST NE & 39 AV NE
05288552,02,2,12,08,MINOR INJURY,019,M,,07,00,01,01,02,01,98,00,00,00,01,01,200508,17,1300,02,1,1,0,2,02,02,,01,01,01,03,02,MACLEOD TR S & 94 AV SW
05288716,01,2,12,08,MINOR INJURY,015,F,,07,00,03,02,01,00,02,00,00,00,02,01,200508,25,2145,02,1,1,0,2,01,01,NO,01,01,02,02,01,140 CROWFOOT CR NW
05289212,02,2,12,08,MAJOR INJURY,056,F,,07,00,01,01,02,01,01,00,00,00,01,01,200508,26,0818,02,1,1,0,2,01,01,YES,01,01,01,01,02,2 ST SW & 9 AV SW
05289447,02,2,12,08,MINOR INJURY,049,M,,07,00,01,01,06,01,01,00,00,00,01,01,200508,26,1230,02,1,1,0,2,01,01,NO,01,01,01,04,02,CENTRE ST N & 8 AV NE
05291629,02,2,12,08,MINOR INJURY,023,F,,07,00,01,01,01,00,04,00,00,00,02,01,200508,27,1915,02,1,1,0,2,01,01,NO,01,01,01,02,01,1300 37 ST SE
05291941,01,2,12,08,MAJOR INJURY,021,M,,07,00,03,02,01,00,98,00,00,00,02,07,200508,28,0255,02,1,1,0,2,01,01,NO,01,02,01,02,01,BEDFIELD GA NE & 4 ST NE
05295308,02,2,12,08,MAJOR INJURY,026,F,,07,00,02,99,06,01,01,00,00,00,01,01,200508,30,1935,02,1,1,0,2,01,01,NO,01,01,01,03,02,17 AV SE & 31 ST SE
05295470,02,2,12,08,*,033,F,,07,00,03,02,02,01,01,01,00,00,01,01,200508,30,2200,02,1,1,0,2,01,98,NO,01,01,01,02,02,10 ST SW & 11 AV SW
05296474,02,2,12,08,NO INJURY,000,F,,07,00,01,01,06,01,01,00,00,00,03,01,200508,31,1715,03,1,0,0,2,01,01,NO,01,01,01,02,02,5 ST SW & 6 AV SW
05296661,02,2,12,99,MINOR INJURY,000,F,,07,00,01,01,99,99,01,00,00,00,99,01,200508,31,0000,02,1,1,0,1,01,01,,01,09,09,09,02,17 AV SW & 7 ST SW
05297498,03,2,12,08,MINOR INJURY,052,M,,07,00,01,01,01,00,98,00,00,00,01,01,200509,01,1030,02,2,1,0,2,01,01,YES,01,00,00,00,01,7605 FLINT RD SE
05297498,03,2,12,08,MINOR INJURY,052,M,,07,00,01,01,01,00,98,00,00,00,01,01,200509,01,1030,02,2,1,0,2,01,01,YES,01,00,00,00,01,7605 FLINT RD SE
05299258,02,2,12,08,MINOR INJURY,011,M,,07,00,01,00,02,01,02,00,00,00,01,01,200509,02,1713,02,2,1,0,2,01,01,,01,01,01,02,02,11 ST SW & 7 AV SW
05299705,02,2,12,08,MINOR INJURY,017,F,,07,00,03,02,01,00,02,00,00,00,03,01,200509,02,2320,02,1,1,0,2,01,01,YES,01,01,01,02,02,487 SUNMILLS DR SE
05299994,02,2,12,99,NO INJURY,039,F,,07,00,03,02,01,00,02,00,00,00,02,01,200509,03,0145,03,1,0,0,1,01,01,NO,01,01,01,02,02,WHITEMONT DR NE & 44 AV NE
05300076,02,2,12,08,MINOR INJURY,023,M,,07,00,03,02,01,00,03,00,00,00,02,01,200509,03,0430,02,1,1,0,1,01,01,NO,09,01,01,02,01,2202 9 ST SE
05300645,01,2,12,08,MINOR INJURY,025,M,,07,00,01,01,01,00,98,00,00,00,01,01,200509,03,1712,02,1,1,0,2,01,01,NO,01,01,01,02,01,19 AV SE & 37 ST SE
05301215,02,2,12,08,MINOR INJURY,048,M,,07,00,03,02,02,01,02,00,00,00,99,01,200509,04,0142,02,1,1,0,2,01,01,YES,01,01,01,02,02,EDMONTON TR NE & 16 AV NE
05301277,02,2,12,08,NO INJURY,037,M,,07,00,03,02,02,01,01,00,00,00,03,01,200509,04,0230,03,1,0,0,2,01,01,NO,01,01,01,01,02,MACLEOD TR S & 9 AV SW
05303534,02,2,12,08,MAJOR INJURY,032,F,S,07,00,01,01,06,01,01,00,00,00,01,01,200509,06,0738,02,1,1,0,2,01,98,NO,01,01,01,02,02,MACLEOD TR S & 68 AV SW
05304413,02,2,12,08,MINOR INJURY,002,M,,07,00,01,01,01,01,98,00,00,00,99,01,200509,06,2033,02,1,2,0,2,01,01,NO,09,01,01,08,01,5920 22 AV NE
05304413,02,2,12,08,MINOR INJURY,021,F,,07,00,01,01,01,01,98,00,00,00,99,01,200509,06,2033,02,1,2,0,2,01,01,NO,09,01,01,08,01,5920 22 AV NE
05305268,01,2,12,08,DEATH,022,M,,98,00,01,01,03,01,98,00,00,00,01,01,200509,07,1511,01,1,0,1,2,01,01,YES,01,02,01,02,02,11 AV SE & 27 ST SE
05305436,02,2,12,08,NO INJURY,011,M,,07,00,01,01,01,00,02,00,00,00,01,01,200509,07,1655,03,1,0,0,2,01,01,NO,01,01,01,02,02,3268 DOVER RIDGE DR SE
05305621,01,2,12,08,MAJOR INJURY,038,F,,07,00,01,01,01,00,02,00,00,00,03,01,200509,07,1920,02,1,1,0,2,01,01,NO,01,01,01,02,01,17 AV SW & 8 ST SW
05305624,02,2,12,08,MAJOR INJURY,022,F,,07,00,02,01,06,01,01,00,00,00,01,01,200509,07,1930,02,1,1,0,2,01,01,YES,01,01,01,02,02,KENSINGTON RD NW & 12 ST NW
05306114,02,2,12,08,MINOR INJURY,014,M,,07,00,01,01,06,01,01,00,00,00,01,01,200509,08,0751,02,1,1,0,2,01,01,YES,01,01,01,02,02,20A ST SE & 76 AV SE
05306800,01,2,12,08,DEATH,048,M,,07,00,01,00,98,01,02,00,00,00,99,01,200509,08,1820,01,1,0,1,2,04,01,NO,01,01,02,08,08,1400 MEMORIAL DR NE
05307046,01,2,12,08,DEATH,046,M,,07,00,03,02,02,01,02,00,00,00,99,01,200509,08,2245,01,1,0,1,2,02,02,YES,01,01,01,03,02,MACLEOD TR S & 39 AV SW
05307543,02,2,12,99,MAJOR INJURY,031,,,07,00,01,01,01,00,04,00,00,00,01,01,200509,09,1240,02,1,1,0,2,01,01,NO,01,00,00,00,01,1111 49 AV NE
05307753,02,2,12,08,MAJOR INJURY,085,M,,07,00,01,01,02,01,01,00,00,00,01,01,200509,09,1530,02,1,1,0,2,02,02,NO,01,01,01,04,02,DALHOUSIE DR NW & DALTON DR NW
05307838,02,2,12,08,MINOR INJURY,031,M,,07,00,01,01,01,00,01,01,00,00,01,01,200509,09,1150,02,1,1,0,1,01,01,,09,00,00,08,08,4860 35 ST SE
05308337,01,2,12,99,MINOR INJURY,021,F,,07,00,03,02,02,02,98,00,00,00,03,01,200509,09,0020,02,1,1,0,2,02,02,NO,01,01,01,01,02,3 ST SW & 8 AV SW
05308634,02,2,12,08,NO INJURY,034,M,,07,00,01,01,01,00,01,00,00,00,01,01,200509,10,0900,03,1,0,0,2,02,02,NO,09,01,01,09,09,901 64 AV NE
05308862,02,2,12,08,MINOR INJURY,050,F,,07,00,01,01,01,00,03,00,00,00,99,01,200509,09,1540,02,1,1,0,1,02,02,NO,09,09,09,09,08,5858 SIGNAL HILL CE SW
05309283,02,2,12,08,MINOR INJURY,032,F,,07,00,03,02,01,00,03,00,00,00,01,01,200509,10,2135,02,1,1,0,2,02,02,,09,01,01,02,08,5219 FALSBRIDGE GA NE
05310364,01,2,12,99,MAJOR INJURY,017,M,,07,00,03,02,02,01,02,00,00,00,01,01,200509,11,2100,02,2,1,0,2,01,01,YES,01,01,01,03,02,SHAWVILLE GA SW & SOMERVALE CO SW
05311848,02,2,12,08,MINOR INJURY,066,M,,07,00,01,01,01,00,01,00,00,00,01,01,200509,13,0000,02,1,1,0,2,01,98,NO,01,00,00,00,09,3015 51 ST SW
05312278,02,2,12,08,MINOR INJURY,022,M,,07,00,03,99,03,01,98,00,00,00,99,01,200509,10,2100,02,1,1,0,2,02,02,NO,01,09,09,09,09,14 AV SW & 9 ST SW
05312631,02,2,12,07,NO INJURY,011,M,,07,00,03,02,02,01,01,00,00,00,01,01,200509,13,2000,03,1,0,0,1,01,01,NO,01,01,01,02,02,CASTLERIDGE DR NE & FALCONRIDGE BV NE
05313785,02,2,12,08,MINOR INJURY,032,M,,07,00,03,02,99,00,03,00,00,00,01,03,200509,14,1959,02,2,2,0,2,01,01,YES,01,01,01,03,02,MCKNIGHT BV NE & 68 ST NE
05313785,02,2,12,08,MINOR INJURY,032,M,,07,00,03,02,99,00,03,00,00,00,01,03,200509,14,1959,02,2,2,0,2,01,01,YES,01,01,01,03,02,MCKNIGHT BV NE & 68 ST NE
05314914,01,2,12,08,MINOR INJURY,013,M,,07,00,01,01,01,00,02,00,00,00,99,01,200509,15,1700,02,1,1,0,2,02,01,YES,01,01,01,02,01,DEER RIDGE DR SE & 137 AV SE
05315024,02,2,12,08,MINOR INJURY,016,F,,07,00,03,02,02,01,01,00,00,00,01,01,200509,15,2030,02,1,1,0,2,01,01,NO,01,01,01,03,02,CROWFOOT GA NW & JOHN LAURIE BV NW
05315751,02,2,12,08,MINOR INJURY,018,M,,07,00,01,01,01,00,98,00,00,00,99,01,200509,15,1015,02,1,1,0,2,01,01,NO,01,09,09,09,09,PALERMO WY SW & 19 ST SW
05315854,01,2,12,99,MINOR INJURY,015,F,,07,00,01,01,06,01,02,00,00,00,01,01,200509,16,1420,02,1,1,0,2,01,01,NO,01,01,01,03,02,ERIN WOODS BV SE & ERIN WOODS PL SE
05318428,01,2,12,99,NO INJURY,014,M,E,07,00,01,00,01,00,02,00,00,00,99,01,200509,18,1520,03,2,0,0,2,01,01,YES,01,09,09,09,09,4204 4 ST NW
05319399,02,2,12,08,NO INJURY,028,M,,07,00,01,01,01,00,98,00,00,00,01,01,200509,19,1350,03,1,0,0,2,01,01,,06,01,01,03,09,411 1 ST SE
05319663,01,2,12,07,MINOR INJURY,030,M,,07,00,01,00,06,01,98,00,00,00,01,07,200509,19,1755,02,2,1,0,2,01,01,,01,01,01,02,01,15 ST SW & 17 AV SW
05320502,02,2,12,08,MINOR INJURY,016,F,,07,00,01,01,06,01,02,00,00,00,01,01,200509,20,1200,02,1,2,0,2,02,02,NO,02,03,02,03,02,CROWCHILD TR SW & 33 AV SW
05320502,03,2,12,08,MINOR INJURY,015,F,,07,00,01,00,06,01,02,00,00,00,01,01,200509,20,1200,02,1,2,0,2,02,02,NO,02,03,02,03,02,CROWCHILD TR SW & 33 AV SW
05320627,02,2,12,08,NO INJURY,046,F,,07,00,01,01,98,01,03,00,00,00,01,12,200509,20,1350,03,1,0,0,1,01,01,,01,01,01,02,02,4A ST SW & 67 AV SW
05321470,01,2,12,08,NO INJURY,045,M,,07,00,01,01,01,00,98,00,00,00,01,01,200509,21,0745,03,1,0,0,2,01,01,NO,09,01,01,08,02,100 5 AV SE
05321716,02,2,12,99,MINOR INJURY,046,F,,07,00,99,99,99,00,98,00,00,00,01,01,200509,21,0815,02,1,1,0,2,99,99,,01,09,09,09,09,146 STRATHLORNE ME SW
05322146,02,2,12,99,MINOR INJURY,063,F,,07,00,01,01,02,01,01,00,00,00,01,01,200509,21,1840,02,1,1,0,2,01,01,NO,01,09,09,09,02,BEDDINGTON BV NE & 4 ST NE
05322285,02,2,12,08,MAJOR INJURY,013,M,,07,00,01,02,06,01,01,00,00,00,01,01,200509,21,2038,02,1,1,0,2,01,01,,01,02,01,03,02,MILLRISE BV SW & MILLRISE DR SW
05323970,02,2,12,08,MAJOR INJURY,025,M,,07,00,01,01,06,01,01,00,00,00,01,01,200509,23,0800,02,1,1,0,2,01,01,NO,01,01,01,02,02,1901 14 AV NW
05323974,01,2,12,08,MINOR INJURY,042,F,,07,00,01,01,06,01,98,00,00,00,01,01,200509,23,0000,02,1,1,0,2,01,01,NO,01,01,01,03,02,DALGETTY DR NW & DALHOUSIE DR NW
05324030,02,2,12,08,MINOR INJURY,074,F,,07,00,01,01,06,01,01,00,00,00,01,01,200509,23,0910,02,1,1,0,2,01,01,NO,01,01,00,02,02,BOWNESS RD NW & 48 ST NW
05324347,01,2,12,08,MINOR INJURY,049,F,,07,00,01,01,01,00,02,00,00,00,01,01,200509,12,1400,02,1,1,0,2,99,99,NO,09,09,09,09,09,3132 26 ST NE
05324713,02,2,12,99,MINOR INJURY,018,,,07,00,01,01,06,01,01,00,00,00,01,01,200509,23,1905,02,1,1,0,2,01,01,NO,01,09,09,09,02,17 AV SE & 41 ST SE
05325381,02,2,12,08,MINOR INJURY,049,M,,07,00,01,01,99,99,98,00,00,00,99,01,200509,23,1130,02,1,1,0,2,99,99,NO,09,09,09,09,09,1 ST SW & 5 AV SW
05326061,02,2,12,08,NO INJURY,052,M,S,07,00,03,02,02,01,03,00,00,00,02,01,200509,24,2015,03,1,0,0,2,01,01,NO,01,01,01,01,02,1 ST SE & 6 AV SE
05327989,02,2,12,08,MINOR INJURY,018,F,,07,00,01,01,06,01,01,00,00,00,01,01,200509,26,1343,02,1,1,0,2,01,01,NO,01,01,01,03,02,12 ST NE & 32 AV NE
05328045,02,2,12,98,MINOR INJURY,048,F,,07,00,01,01,01,00,01,00,00,00,01,01,200507,26,1015,02,1,1,0,2,01,01,NO,01,01,01,02,01,5819 2 ST SW
05328202,01,2,12,08,NO INJURY,023,F,,07,00,01,01,01,00,02,00,00,00,01,08,200509,26,1543,03,2,0,0,2,01,01,YES,01,01,01,01,01,11 ST SW & 5 AV SW
05328202,01,2,12,08,NO INJURY,023,F,,07,00,01,01,01,00,02,00,00,00,01,08,200509,26,1543,03,2,0,0,2,01,01,YES,01,01,01,01,01,11 ST SW & 5 AV SW
05328272,02,2,12,08,MINOR INJURY,052,F,,07,00,01,01,99,99,01,00,00,00,01,01,200509,26,1510,03,1,0,0,1,01,01,,01,01,01,02,02,69 AV SW & 7 ST SW
05328926,02,2,12,08,NO INJURY,021,M,,07,00,01,01,02,01,98,00,00,00,01,01,200509,27,1020,03,1,0,0,2,01,01,NO,01,02,01,02,02,MACLEOD TR S & 39 AV SW
05329017,02,2,12,08,MINOR INJURY,013,M,,07,00,01,00,01,00,01,00,00,00,01,01,200509,27,1152,02,1,1,0,2,01,01,NO,01,09,09,09,09,RICHMOND RD SW & 42 ST SW
05330576,02,2,12,99,NO INJURY,016,M,,98,00,03,02,99,00,98,00,00,00,99,01,200509,26,2135,03,1,0,0,2,01,01,,01,01,01,02,02,TEMPLE DR NE & TEMPLEMONT DR NE
05331482,02,2,12,08,MINOR INJURY,055,F,,07,00,01,01,02,01,01,00,00,00,99,01,200509,28,1100,02,1,1,0,2,99,99,NO,01,03,01,02,02,MACLEOD TR S & 39 AV SW
05332694,03,2,12,08,MINOR INJURY,040,F,,07,00,01,00,01,00,01,00,00,00,01,01,200509,30,1050,02,1,2,0,1,01,01,,01,01,01,02,02,16 AV NW & 5 ST NW
05332694,02,2,12,08,MINOR INJURY,005,F,,07,00,01,00,01,00,01,00,00,00,01,01,200509,30,1050,02,1,2,0,1,01,01,,01,01,01,02,02,16 AV NW & 5 ST NW
05333457,02,2,12,08,MAJOR INJURY,059,M,,07,00,03,01,06,01,03,00,00,00,03,01,200509,30,2320,02,1,1,0,2,01,01,,01,02,01,02,01,33 AV NW & 83 ST NW
05334254,01,2,12,08,MINOR INJURY,056,M,E,07,00,01,00,98,01,04,00,00,00,00,01,200510,01,1624,02,1,1,0,2,01,01,NO,01,01,01,02,08,3 ST SW & 7 AV SW
05336476,02,2,12,08,MINOR INJURY,024,F,,07,00,01,01,02,01,01,00,00,00,01,01,200509,28,1645,02,1,1,0,1,01,01,,01,00,00,00,02,11 AV SW & 8 ST SW
05337107,02,2,12,08,MINOR INJURY,016,M,,07,00,03,02,06,01,01,00,00,00,01,01,200510,03,1955,02,1,1,0,2,02,02,NO,01,09,09,09,09,ELBOW DR SW & SOUTHLAND DR SW
05337882,02,2,12,08,MAJOR INJURY,016,M,,07,00,03,02,06,01,01,00,00,00,01,01,200510,04,2050,02,1,1,0,2,01,01,YES,01,01,01,03,02,SUN VALLEY BV SE & SUNCREST WY SE
05338213,02,2,12,08,DEATH,044,M,,07,00,03,02,01,00,03,00,00,00,01,01,200510,05,0705,01,1,0,1,2,01,01,NO,01,01,01,03,01,ELBOW DR SW & GLENMORE TR SW
05338814,02,2,12,08,MINOR INJURY,069,M,,07,00,01,00,06,01,01,00,00,00,01,01,200510,05,1640,02,1,1,0,2,01,01,,01,01,01,02,02,MACLEOD TR S & 61 AV SW
05338906,01,2,12,08,MINOR INJURY,016,M,,07,00,01,00,06,01,01,00,00,00,00,07,200510,03,1945,02,1,1,0,2,01,00,,01,02,01,03,08,On SOUTHLAND DR SW between ELBOW DR SW & 14 S
05342936,02,2,12,08,NO INJURY,051,M,,07,00,03,02,01,00,01,00,00,00,03,01,200510,08,2114,03,1,0,0,2,01,01,NO,01,01,01,02,02,17 AV SE & 31 ST SE
05345476,02,2,12,99,DEATH,027,M,,07,00,03,01,06,01,01,00,00,00,01,01,200510,11,0725,01,1,0,1,2,01,01,YES,01,02,01,03,02,COUNTRY HILLS BV NW & PANORAMA HILLS BV NW
05346004,02,2,12,08,MINOR INJURY,004,M,N,07,00,01,01,01,00,02,00,00,00,01,01,200510,11,1525,02,1,1,0,2,01,01,NO,01,01,01,02,01,4848 DALTON DR NW
05346787,02,2,12,08,MINOR INJURY,025,M,,07,00,01,01,01,00,98,00,00,00,99,01,200510,11,1600,02,1,1,0,2,01,01,NO,09,01,02,08,08,PROMENADE PA SE & PROMENADE WY SE
05348799,02,2,12,08,MINOR INJURY,040,M,,07,00,03,02,02,01,01,00,00,00,01,01,200510,13,2050,02,1,1,0,2,01,01,NO,01,01,01,02,02,1 ST SW & 6 AV SW
05349918,02,2,12,08,NO INJURY,057,M,,07,00,01,01,01,00,98,00,00,00,01,01,200510,14,1820,03,1,0,0,2,01,01,NO,06,01,01,02,02,1420 MERIDIAN RD NE
05351232,02,2,12,08,NO INJURY,025,M,,07,00,03,02,06,01,01,00,00,00,01,01,200510,15,1840,03,1,0,0,2,01,01,NO,09,01,01,02,01,5111 NORTHLAND DR NW
05353782,02,2,12,08,MINOR INJURY,014,M,,07,00,03,02,06,99,01,00,00,00,01,01,200510,17,2015,02,1,1,0,2,02,02,NO,01,01,01,03,02,SHAWNESSY BV SW & SHAWNESSY DR SW
05354119,02,2,12,08,MINOR INJURY,013,M,,07,00,03,02,06,01,03,00,00,00,01,01,200510,18,0730,02,1,1,0,2,01,01,,01,01,01,02,02,RIVERCREST DR SE & RIVERGLEN DR SE
05354869,02,2,12,08,MINOR INJURY,014,F,,07,00,01,01,01,00,02,00,00,00,01,01,200510,18,1645,02,1,1,0,2,01,01,NO,01,01,01,02,01,3401 TEMPLE RD NE
05355250,02,2,12,08,MAJOR INJURY,038,M,,07,00,03,02,01,00,98,00,00,00,01,01,200510,19,0121,02,1,1,0,2,01,01,YES,06,01,01,08,01,914 APPLEWOOD DR SE
05356019,02,2,12,08,MINOR INJURY,054,F,,07,00,03,02,01,00,01,00,00,00,01,01,200510,19,0740,02,1,1,0,2,01,01,NO,01,01,01,01,01,1 ST SE & 11 AV SE
05356217,02,2,12,08,MAJOR INJURY,014,M,,07,00,03,02,06,01,02,00,00,00,01,01,200510,15,2030,02,1,1,0,1,01,01,,01,01,01,01,01,ELBOW DR SW & 75 AV SW
05356794,02,2,12,08,NO INJURY,038,M,,07,00,01,01,98,01,01,00,00,00,01,01,200510,20,1020,03,1,0,0,1,02,02,NO,01,01,01,02,01,300 13 AV SW
05357052,02,2,12,08,MINOR INJURY,033,M,N,07,00,01,00,06,01,01,00,00,00,99,01,200510,20,1105,02,1,1,0,2,02,02,NO,01,09,09,09,09,PARKDALE BV NW & 27 ST NW
05357517,02,2,12,08,MAJOR INJURY,049,F,,07,00,03,02,01,00,98,00,00,00,01,01,200510,20,2214,02,1,1,0,2,01,01,NO,09,01,01,08,08,7750 RANCHVIEW DR NW
05357542,02,2,12,08,MINOR INJURY,038,M,,07,00,03,01,06,01,01,00,00,00,01,01,200510,20,2215,02,1,1,0,2,01,01,,01,01,01,02,02,SHAWNESSY BV SE & SHAWVILLE BV SE
05357981,02,2,12,08,MINOR INJURY,081,F,,07,00,01,01,06,01,01,00,00,00,01,01,200510,21,1020,02,1,1,0,2,01,01,NO,01,01,01,02,02,14 AV SW & 14 ST SW
05358077,02,2,12,08,MINOR INJURY,049,M,,07,00,01,01,02,01,01,00,00,00,99,01,200510,21,1135,02,1,1,0,2,01,01,NO,01,01,01,01,02,MACLEOD TR S & 9 AV SW
05358198,02,2,12,08,MAJOR INJURY,034,F,,07,00,01,00,02,01,01,00,00,00,01,01,200510,21,1330,02,1,2,0,2,01,01,YES,01,01,01,04,02,10 AV SW & 5 ST SW
05358198,03,2,12,08,MAJOR INJURY,047,M,,07,00,01,00,02,01,01,00,00,00,01,01,200510,21,1330,02,1,2,0,2,01,01,YES,01,01,01,04,02,10 AV SW & 5 ST SW
05358292,01,2,12,08,MINOR INJURY,014,F,,07,00,01,01,02,01,01,00,00,00,01,01,200510,21,0735,02,1,1,0,1,01,01,,01,09,09,09,09,BRAESIDE DR SW & SOUTHLAND DR SW
05360173,02,2,12,08,MAJOR INJURY,026,F,,07,00,03,02,01,00,01,00,00,00,01,01,200510,22,2212,02,1,1,0,1,01,01,,01,01,01,02,01,7155 TEMPLE DR NE
05361186,03,2,12,08,MINOR INJURY,017,F,,07,00,01,00,06,01,01,00,00,00,01,01,200510,23,1800,02,1,2,0,2,01,01,NO,01,01,01,02,02,FALCONRIDGE DR NE & FALWORTH RD NE
05361186,02,2,12,08,MAJOR INJURY,043,F,,07,00,01,00,06,01,01,00,00,00,01,01,200510,23,1800,02,1,2,0,2,01,01,NO,01,01,01,02,02,FALCONRIDGE DR NE & FALWORTH RD NE
05361675,02,2,12,08,MINOR INJURY,054,M,E,07,00,03,02,06,01,03,00,00,00,01,01,200510,24,0720,02,1,1,0,2,01,01,,01,01,01,02,02,17 AV SE & 50 ST SE
05362470,02,2,12,08,MINOR INJURY,016,M,,07,00,01,01,02,01,01,00,00,00,01,01,200510,21,0820,02,1,1,0,1,01,01,,01,00,00,00,09,BERKSHIRE BV NW & SANDSTONE DR NW
05362955,03,2,12,08,MINOR INJURY,016,M,,07,00,01,01,06,01,01,00,00,00,01,01,200510,25,0800,02,1,2,0,2,01,01,NO,01,01,01,02,02,10 ST NW & 3 AV NW
05362955,02,2,12,08,MINOR INJURY,016,M,,07,00,01,00,06,01,01,00,00,00,01,01,200510,25,0800,02,1,2,0,2,01,01,NO,01,01,01,02,02,10 ST NW & 3 AV NW
05363651,02,2,12,08,MINOR INJURY,000,M,,07,00,01,01,01,00,03,00,00,00,99,01,200510,25,1700,03,1,0,0,1,01,01,NO,09,01,01,08,01,11900 COUNTRY VILLAGE LI NE
05364643,02,2,12,08,MINOR INJURY,032,F,,07,00,03,02,02,01,01,00,00,00,01,01,200510,26,0635,02,1,1,0,1,01,01,,01,01,01,03,02,1000 SOMERVALE CO SW
05364915,02,2,12,08,MAJOR INJURY,046,M,,07,00,01,02,06,01,01,00,00,00,01,01,200510,26,1810,02,1,1,0,2,01,01,NO,01,01,01,01,02,5 AV SW & 5 ST SW
05365565,02,2,12,08,MINOR INJURY,015,M,,07,00,99,99,99,99,04,00,00,00,99,01,200510,27,0800,02,1,1,0,1,99,01,,01,09,09,09,09,NORTHMOUNT DR NW & 14 ST NW
05365816,02,2,12,08,NO INJURY,035,M,,07,00,01,01,01,00,03,00,00,00,01,01,200510,27,1230,03,1,0,0,2,01,01,NO,09,01,01,02,08,1420 MERIDIAN RD NE
05366098,02,2,12,99,MINOR INJURY,033,M,W,07,00,01,00,01,00,03,00,00,00,01,01,200510,27,1635,02,1,1,0,2,01,01,,01,02,01,02,01,2700 CENTRE AV E
05366127,02,2,12,08,MINOR INJURY,055,M,E,07,00,01,01,06,01,01,00,00,00,01,01,200510,27,1655,02,1,1,0,2,01,01,NO,01,01,01,02,02,EDMONTON TR NE & 7 AV NE
05367279,02,2,12,08,MAJOR INJURY,064,M,,07,00,01,01,01,00,03,00,00,00,99,01,200510,27,1000,02,1,1,0,2,01,01,NO,09,01,01,08,08,11 AV SW & 13 ST SW
05367349,02,2,12,08,MINOR INJURY,018,M,N,07,00,01,01,02,01,01,00,00,00,01,01,200510,28,0000,02,1,1,0,2,01,01,NO,01,01,01,02,02,ELBOW DR SW & 75 AV SW
05367564,02,2,12,08,MAJOR INJURY,047,F,,07,00,02,01,06,01,01,00,00,00,01,01,200510,28,1715,02,1,1,0,2,01,01,NO,01,01,01,03,02,114 AV SE & 24 ST SE
05367738,02,2,12,99,MINOR INJURY,047,F,,07,00,03,02,06,01,01,00,00,00,01,01,200510,28,1935,02,1,1,0,2,01,01,,01,01,01,02,02,5 ST SW & 58 AV SW
05368217,02,2,12,08,MAJOR INJURY,058,M,,07,00,03,02,01,00,98,00,00,00,01,07,200510,29,0135,02,1,1,0,1,01,01,,01,01,01,03,01,5819 MACLEOD TR S
05368928,02,2,12,99,MINOR INJURY,034,F,,07,98,01,01,06,01,01,01,00,00,01,01,200510,29,1530,02,1,1,0,2,01,01,NO,09,01,01,09,02,4122 BRENTWOOD RD NW
